Trait_ID_6th,Trait_presence,Reference,Original_notes,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,1,"Basham 1963: 18,195ff",Harappa (Basham 1963: 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002,1,Basham 1963: 193ff,Implied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,1,Basham 1963: 194ff; Rangaswami Aiyangar 1927: 78,implied in Basham (1963: 194); fallow [underlined]; crop rotation (Rangaswami Aiyangar 1927: 78),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004,1,Basham 1963: 196ff; Rangaswami Aiyangar 1927: 78,"plowing, fertilization [underlined]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005,1,Basham 1963: 196,Plough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006,1,Basham 1963: 196; Auboyer 1965: 65,"sickle, winnowing[underlined] - toss corn in wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007,1,Basham 1963: 196; Auboyer 1965: 64,"Shallow wooden ploughs, drawn by oxen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008,1,Basham 1963: 196; Rangaswami Aiyangar 1927: 78; Auboyer 1965: 64,manure [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009,1,Majumdar 1960: 595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010,1,Auboyer 1965: 127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011,1,Rangaswami Aiyangar 1927: 78; Goetz 1962: 261,drainage mentioned (Rangaswami Aiyangar 1927: 78),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012,1,"Basham 1963: 90,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013,1,"Basham 1963: 105,194; Goetz 1962: 261",standard procedure (Basham 1963: 194),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014,1,Mitra 1907: 542,terraces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
